iteration,compliance,volume
1,9.302516735224899,0.3999999999999999
2,9.302384853686778,0.39999876888764646
3,9.30093890484271,0.3999872582743177
4,9.280731061018827,0.3998189722235053
5,9.008938513666884,0.3975040372204335
6,8.57606897312143,0.3967382060276134
7,8.13825140562144,0.3966031274010545
8,6.500973901714274,0.37947387364689517
9,5.049773387363382,0.38949875450254473
10,3.839380504859313,0.3806321735317132
11,3.2271072776190035,0.3927163670633564
12,2.9436103542994454,0.3991638488996668
13,2.7925656809806947,0.39722711258309024
14,2.684761930727758,0.3971407719893507
15,2.6156797664424767,0.39820018895625736
16,2.557862664398743,0.3993093596237975
17,2.5337220796769007,0.39991262177168324
18,2.505211554268052,0.3994483480159683
19,2.4709857300481803,0.39926521621081046
20,2.440872050514724,0.39942037632315475
21,2.4205583668128527,0.39944285022061654
22,2.4141604350079278,0.399408067075758
23,2.4078298421245767,0.3994519706389725
24,2.38936801585726,0.39986521762460536
25,2.3857431450542865,0.3999926113497872
26,2.379011991116449,0.3998824074189134
27,2.3686469935496177,0.39974872918617665
28,2.356338932896715,0.39973122835296165
29,2.3451789665396223,0.39973111243467424
30,2.3466734607135193,0.39959771745637845
31,2.3457592370400393,0.39963958815513595
32,2.3412385078186353,0.39982565701356343
33,2.3366860923753645,0.3998405544084686
34,2.330378367449846,0.3999647641939142
35,2.3289256780927823,0.39999721424650503
36,2.3241646688474527,0.39993533064818093
37,2.316212430660187,0.3998229635974411
38,2.3093157246121763,0.39979086877688197
39,2.3505315053751956,0.3994102455635206
40,2.3258876267942163,0.3996977297371895
41,2.3045413719270416,0.39996671340186474
42,2.3029384246594287,0.3999937757798786
43,2.299092792561684,0.39995559535317876
44,2.297780788844243,0.39981525002477397
45,2.4276326226450626,0.39905178348498127
46,2.29353457523383,0.3999154771905302
47,2.288904300135301,0.3999872198040247
48,2.286479060457421,0.39996964221703296
49,2.3061600283362966,0.3997005893224146
50,2.288357489484576,0.3999204212819746
51,2.2844607687486835,0.3999874517979593
52,2.283043621675571,0.3999944554110237
53,2.2784953835235435,0.3999346410794571
54,2.288816647796908,0.3997738591073791
55,2.2788761814540233,0.39989327104318584
56,2.2754605750126062,0.3999795888413476
57,2.2728829453346386,0.3998802190861667
58,2.2755112919297895,0.3998553218013996
59,2.2681594309160342,0.39997609329200623
60,2.2665973005002478,0.3999938564979723
61,2.2643056895331624,0.39996198147393813
62,2.271979317393158,0.39986636287136673
63,2.265516889353732,0.3999390373148199
64,2.2628190848809364,0.39999086227784975
65,2.260894709097448,0.3999576452861137
66,2.261559705248356,0.3998753906873725
67,2.259364264038645,0.3999317603614028
68,2.2580143447402263,0.3999526851563879
69,2.2556648061501043,0.3999873084119237
70,2.253707571209553,0.3999742632611098
71,2.251264952011117,0.39994747368888584
72,2.248972960134247,0.3999461164180488
73,2.2477761820767106,0.3999308343332034
74,2.249927453629465,0.3998840705089357
75,2.2479847801480917,0.3999239802243828
76,2.2458603544647704,0.3999842042243201
77,2.2452839188855456,0.3999977163108311
78,2.2443385365443183,0.39998421376097476
79,2.242942626332212,0.39996690221050035
80,2.241734350316089,0.39995354724461485
81,2.2474546193736518,0.39988830297593514
82,2.243928244875539,0.39993371623601015
83,2.2404992339621357,0.3999903466050756
84,2.240052964134306,0.3999979434431857
85,2.239073170009146,0.39998488315357683
86,2.2376550188400772,0.3999652766608029
87,2.236552660504069,0.3999523251884956
88,2.237370255022431,0.3999216457978164
89,2.2359579180509694,0.3999582008988956
90,2.2347434716628594,0.3999860940074889
91,2.23419809770441,0.3999974534996583
92,2.233560408787702,0.3999902959174175
93,2.2325915042811424,0.3999772872353661
94,2.2315326404570826,0.3999750875319667
95,2.2307522424916795,0.399975667191794
96,2.230614039221564,0.39996674878945915
97,2.2327426404373742,0.3999339424242079
98,2.2297362699542136,0.3999869853450172
99,2.229330694385644,0.3999983016525918
100,2.228938155724451,0.3999944041977089
