seed,theta1,theta2,theta3,target_vf,mesh_size,radius,beta_heaviside,beta_grf,N,E0,nu,p,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66
430654927,0.4591039362537193,0.23732106700544858,0.2682106792745382,0.7724296661744708,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,11037.09276972896,3621.145108080401,3489.311524396822,68.36529069338607,72.93914436377759,170.43382047401587,3621.1450858521753,10795.708832277642,3331.359111816555,209.43115449874006,2.274849695244434,280.6305914848701,3489.3114486621043,3331.3591846015443,10731.76736964675,111.1494018388906,-54.673037622407776,93.02308602012484,68.36530795276978,209.4311669389097,111.14938380323458,2910.346126742554,81.03937484408533,6.868588192823487,72.93904751267911,2.2748242949264164,-54.67304906708892,81.03937681971038,3080.2092531963885,74.57892207426386,170.4339186443166,280.6306453068385,93.0231570994754,6.868582326064037,74.57893379360617,3297.5168751330257
3960782740,0.05139264566608301,0.252892449014878,0.5198127929671585,0.43468570378036375,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,3648.2696796680107,16.843687853868392,770.4547582049138,-0.9738721163641292,28.900537361038577,-1.9199486322256403,16.843538966599613,73.37439409547464,24.26594801519659,-1.6995862528005328,1.3472486052826464,-2.080942347084108,770.4539810010664,24.26581302670963,4399.804061915148,-2.340485710977993,10.419341046765524,-0.9502613391465593,-0.9734661075018323,-1.6991622905005765,-2.3405509572843957,23.09552954334139,-0.3987273521555652,0.13741236913945623,28.900028453019562,1.3463477480148502,10.419226112491849,-0.3986302319137355,1004.8304649511035,-3.336924412760684,-1.9196398536283579,-2.0808498351398375,-0.9505802269089292,0.13735531489168432,-3.3371062776671767,21.503693440198173
4011507369,0.0008064979202921256,0.10911682669856466,0.4212992937896692,0.7739495682518788,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,10349.954119450176,2606.5083538921376,3693.1515068495396,-21.855326752474607,8.66499352973916,-34.71603896369343,2606.5083511313924,10264.489922675413,3657.811224236905,-18.445689450689045,3.1831297503980385,-32.12503512132579,3693.1515002288866,3657.8112133702216,14015.081254022205,-49.56446690290371,4.8279074685770915,-22.64330544796635,-21.855324711883657,-18.44567401608758,-49.564462865407,3332.3341257771012,-20.41371013706999,3.443829188911256,8.664985420136958,3.183105694376817,4.827880666031592,-20.41370693205969,3390.9780690065736,-13.07569890920976,-34.71604543327799,-32.12499634410634,-22.643304270503496,3.443828999816711,-13.07569813158523,2198.7111978986127
300386102,0.08395003280767216,0.29147616665732773,0.017185259233056503,0.7779816999097042,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,13313.516765645674,4687.5313665288,2657.0280733358277,-31.00327901571653,-17.749626956113467,16.868031387047854,4687.5313853965945,15335.117488093996,3294.435271628313,-39.50924680016342,-9.694108302732463,5.382612047383135,2657.028069802408,3294.435260166234,8474.344579582443,-46.92645577611918,-18.01377165400494,3.8561212125844055,-31.003279659832735,-39.50927031590893,-46.92648816887867,2869.927153349432,2.214294530608683,-3.2398096465908024,-17.74964882714293,-9.694139132515922,-18.013803730280273,2.2142863818403997,2092.8807732578985,-35.187845156102505,16.868010894912523,5.382600275297904,3.856112421420716,-3.2398095030435194,-35.18787395157425,4418.44121223877
3964089952,0.5268904020681413,0.38800944199401916,0.42870596511471526,0.6257279678266627,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,7028.204211884988,1327.924089485442,1298.1272158392153,-155.84426558361514,-92.51361340344141,-137.11741639660727,1327.9239967351104,4507.663122074181,987.4194530927557,-472.77383650261265,-39.27403014548925,-65.10414511888159,1298.127309338569,987.4195416145961,4383.1722317671,-213.75267342032237,-127.3796791513723,-10.579959273026466,-155.84422703645293,-472.7739937987922,-213.75262012799172,989.8992018677205,3.4329238229061363,-44.986097233184076,-92.51355923605344,-39.274041857625065,-127.37952206587312,3.4329521751936256,1515.3391895296675,-158.09112730676185,-137.11738233187995,-65.10387575979591,-10.579556190917478,-44.98613699780464,-158.09124680713978,1450.2349666755006
1474095448,0.20857468269940801,0.13913607253968263,0.31240594980691755,0.6602982701921113,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,11267.92733097299,1108.294800607197,3418.7704086873096,-107.46923229405503,-0.9078379681545653,152.92963878317283,1108.294932999612,3446.0614646284757,1143.4008703397112,-212.3161527673621,-1.917584280663927,181.30220707287083,3418.7704584987046,1143.4008530563137,11487.200877139923,-158.29609167187965,9.107541810549348,80.06628629974861,-107.4698250034059,-212.31730044276907,-158.2966522622247,1098.9071886364293,40.90315447216346,-11.742517560213907,-0.9078560426036969,-1.9176583090274888,9.107491000634823,40.903238774198286,3713.7710557937867,-49.22881462939554,152.92944517534949,181.3019540540183,80.06621214518151,-11.742691187036591,-49.22874437656324,1054.090469757173
2928614482,0.4981825421908326,0.2576132108908187,0.09657476845854937,0.4930032263458725,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,5082.209696686832,1290.0562884727228,62.101225661360964,-6.531252163453416,8.880015346321475,141.63904682906252,1290.056254955032,4755.395645058824,39.29643611364487,-4.0266416477075895,0.7284659292878962,151.6285198773498,62.100888925958195,39.296058980540465,276.1514450744151,-7.517804866371845,0.15348006700334138,9.23584833786845,-6.530715506891154,-4.026243487203438,-7.517487728551025,73.10370625572892,6.1667055441759135,0.8082452654493999,8.880063927962253,0.7282831858601458,0.15334788944552896,6.166475444981999,82.22308983362299,-5.189511702171027,141.6386986406635,151.6283714972424,9.235529946722444,0.8083561053770667,-5.189258535322107,1535.3621188382426
3455513922,0.3864081884373232,0.7541511820965371,0.7133518140128449,0.6401090578219572,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,4677.936245639822,1533.8623862912834,1314.9146488860185,59.09712459477568,-165.11903715511292,163.30255135530396,1533.8621854379214,8300.964684065626,2526.7400020225477,110.25106909535752,-43.092751100883355,186.98254708690737,1314.914665212604,2526.740108809906,7633.165987478609,232.30917543695026,-78.51862208274017,33.517834483917575,59.09709032936507,110.25112230965281,232.30914361310406,2642.25598700957,-14.634635999506251,-31.165690168005572,-165.11919123693434,-43.09294408193623,-78.51860805931227,-14.634613787466753,1130.1212731541652,64.36361836326803,163.3025146738458,186.98254341205927,33.517547189060394,-31.16582779960762,64.36365362508148,1462.8575290640483
255236370,0.6374533009100197,0.06882104128261791,0.42740537131878664,0.3052345044857547,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,1214.4999343289692,95.78654073598717,104.80254364667694,8.048175880455046,54.29359118236201,-22.139495911653746,95.78588225169712,631.0892677193614,49.015725984414516,19.880495667345368,5.174282405891271,-54.84951945561247,104.80247253361418,49.01591070459814,448.75589198301196,18.85298025196559,19.038219433520567,-3.517024916621349,8.047962774444644,19.880286283824006,18.852833834144953,39.94935986898915,-0.03179562304558597,6.8482769258245435,54.29322119413274,5.174084970719857,19.038452217529194,-0.031590523137222125,122.628068253215,3.0218269857600526,-22.139943780150492,-54.84964857382284,-3.5174808572736995,6.848323911545069,3.0217935342631974,121.56349031676929
2828085211,0.7223444858489382,0.12491639715835622,0.5730442144287984,0.9680453808535503,0.04,0.1,10.0,15.0,100,21000.0,0.3,3.0,22840.630667931237,9512.479863012217,9376.681092351633,-49.27836751946094,50.75965427944503,-16.722615990856948,9512.47986301198,23296.000916221587,9443.974054914454,-121.07061838282205,26.127398492546142,-24.46551516962146,9376.68109235303,9443.974054917537,22747.262880466955,-79.62576521690787,36.23075974380424,-2.0897806641569714,-49.278367522792735,-121.07061838329965,-79.62576521483238,6670.542094469238,-3.5052000110478856,21.21285256332671,50.75965427905623,26.127398492333732,36.23075974117093,-3.505200011840975,6629.910021163531,-35.30845791004596,-16.722615990775918,-24.465515168262854,-2.0897806664059977,21.21285256260291,-35.30845791028029,6740.000668941611
